StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"What is your baseline sickness level? (1: Completely healthy - 10: Very sick)



Read the green piece of paper - 1","In the random assignment, were you assigned to go to the hospital/urgent care?",effect,null_effect,null_effect_cap,baseline,outcome
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID4""}","{""ImportId"":""effect""}","{""ImportId"":""null_effect""}","{""ImportId"":""null_effect_cap""}","{""ImportId"":""baseline""}","{""ImportId"":""outcome""}"
2022-09-13 10:42:08,2022-09-13 10:42:23,IP Address,128.62.17.209,100,15,True,2022-09-13 10:42:24,R_21naqo9TjSzeBBz,,,,,30.2887,-97.7398,anonymous,EN,10,No,3,0,0,10,10
2022-09-13 10:42:11,2022-09-13 10:42:25,Spam,128.62.39.224,100,14,True,2022-09-13 10:42:25,R_XnSF76N0aCf4LWF,,,,,30.2887,-97.7398,qr,EN,9,No,4,-1,0,9,10
2022-09-13 10:42:21,2022-09-13 10:42:33,Spam,128.62.40.127,100,11,True,2022-09-13 10:42:33,R_2xS4LqGBxeLxjkH,,,,,30.2887,-97.7398,qr,EN,7,No,4,1,-1,7,6
2022-09-13 10:42:21,2022-09-13 10:42:33,Spam,128.62.35.29,100,11,True,2022-09-13 10:42:33,R_VJZUJmrVSYC0RAl,,,,,30.2887,-97.7398,qr,EN,4,No,3,1,-1,4,3
2022-09-13 10:42:23,2022-09-13 10:42:36,IP Address,128.62.16.184,100,12,True,2022-09-13 10:42:36,R_2TyEz1FnDDL0M5P,,,,,30.2887,-97.7398,qr,EN,2,Yes,4,-1,0,2,1
2022-09-13 10:42:26,2022-09-13 10:42:37,IP Address,128.62.44.170,100,11,True,2022-09-13 10:42:37,R_3NCceoXPRZLD69y,,,,,30.2887,-97.7398,qr,EN,6,Yes,2,-1,0,6,4
2022-09-13 10:42:25,2022-09-13 10:42:37,IP Address,128.62.51.92,100,12,True,2022-09-13 10:42:38,R_22LVPcV0POXKw3s,,,,,30.2887,-97.7398,anonymous,EN,1,Yes,2,-1,-1,1,1
2022-09-13 10:42:31,2022-09-13 10:42:38,IP Address,128.62.19.137,100,7,True,2022-09-13 10:42:39,R_2fl0JOM2zcnRShN,,,,,30.2887,-97.7398,qr,EN,7,Yes,2,-1,-1,7,5
