"id","hh_income","top10","female","ranking","earnings","school","college"
1,81163.4476101444,FALSE,0,0.260355029585799,44384.5317600558,1,0
2,90638.3011611047,FALSE,1,0.307692307692308,55584.9095032744,1,1
3,81513.5935495446,FALSE,1,0.668639053254438,53891.4168200359,1,1
4,91345.0623538373,FALSE,1,0.171597633136095,63096.061606248,1,1
5,94570.5029055418,FALSE,1,0.27810650887574,54222.675272871,1,1
6,88909.9307115495,FALSE,1,0.402366863905325,42370.7807536597,1,0
7,97849.3644469166,TRUE,0,0.0828402366863905,67230.4709607212,1,1
8,88053.4760519975,FALSE,0,0.769230769230769,36945.5615075947,1,0
9,96183.2931383048,FALSE,1,0.100591715976331,74466.5196729194,1,1
10,84690.4268381615,TRUE,1,0.0532544378698225,87148.6239754384,1,1
11,81869.3571820929,FALSE,1,0.301775147928994,40136.120522759,1,1
12,104697.473726297,FALSE,1,0.940828402366864,27080.8880004278,1,0
13,87510.1692350109,FALSE,1,0.455621301775148,45965.2415387419,1,0
14,87757.6198607821,FALSE,1,0.372781065088757,47830.9322459018,1,1
15,91984.3472823421,TRUE,0,0.0355029585798817,78867.7605290085,1,0
16,75755.3516821861,FALSE,0,0.568047337278107,47927.057286428,1,0
17,109594.883396644,FALSE,0,0.355029585798817,58249.3506314044,1,1
18,86257.4976442964,FALSE,1,0.349112426035503,55538.1077117223,1,1
19,95055.2349949024,FALSE,0,0.106508875739645,55234.6794141632,1,1
20,80991.0445559485,FALSE,0,0.266272189349112,64236.267525257,1,1
21,84516.7134953339,FALSE,1,0.763313609467456,38986.5174862027,1,0
22,100983.104726379,FALSE,1,0.396449704142012,58618.0789350871,1,1
23,93845.6021345471,FALSE,1,0.366863905325444,29513.1293082821,1,1
24,69197.964398057,FALSE,0,0.136094674556213,52140.1351406219,1,1
25,85153.7513227027,FALSE,1,0.982248520710059,36986.6341435808,1,0
26,90854.1540516588,FALSE,0,0.272189349112426,69568.7745390543,1,0
27,81477.8212759469,FALSE,0,0.615384615384615,67062.1503210432,1,1
28,74763.2730040627,FALSE,0,0.93491124260355,33123.20497023,1,0
29,95606.1910833788,FALSE,1,0.289940828402367,62056.5911827557,1,0
30,84556.0656093537,FALSE,1,0.686390532544379,33782.1080216941,1,0
31,77233.5350336058,FALSE,0,0.85207100591716,29676.2201170431,1,0
32,75666.0351200042,FALSE,1,0.875739644970414,33125.7070723871,1,0
33,90320.3323192658,FALSE,1,0.792899408284024,35604.8146122891,1,1
34,87138.9919748548,FALSE,1,0.36094674556213,45203.3019033322,1,0
35,81228.723595448,FALSE,0,0.757396449704142,47430.6031234599,1,0
36,91874.6876658769,FALSE,0,0.414201183431953,52328.7326673948,1,0
37,73364.6616234542,FALSE,1,0.798816568047337,51002.3698007105,1,1
38,77109.8595160567,FALSE,0,0.313609467455621,48677.2137931646,1,1
39,103759.042878228,FALSE,0,0.621301775147929,47888.3240379611,1,0
40,83252.8684806828,FALSE,1,0.656804733727811,46622.4389311129,1,1
41,81500.7280177348,FALSE,0,0.816568047337278,41889.5906991554,1,1
42,77893.9614378879,FALSE,0,0.337278106508876,50575.8907421347,1,1
43,84573.7709541966,FALSE,0,0.899408284023669,46821.0688531032,1,0
44,87660.0397011779,FALSE,0,0.869822485207101,31475.6301083186,1,1
45,102098.867781776,FALSE,0,0.556213017751479,55962.8746185812,1,0
46,92797.1884352121,TRUE,0,0.0473372781065089,96871.9641389591,1,1
47,73969.0780681267,FALSE,0,0.159763313609467,70435.7087855608,1,1
48,92741.4205724702,FALSE,1,0.343195266272189,41046.2409745622,1,1
49,67124.761037967,TRUE,1,0.0769230769230769,78504.9138579892,1,1
50,85868.5595631196,FALSE,1,0.70414201183432,45455.3381625321,1,0
51,97280.5185029425,FALSE,1,0.50887573964497,59547.985989111,1,1
52,81784.5866590154,TRUE,0,0.0710059171597633,86470.5650941955,1,0
53,99999.8518740672,FALSE,0,0.177514792899408,57055.1211660617,1,0
54,101408.386749748,TRUE,1,0.0591715976331361,90348.8884636286,1,1
55,102976.019940779,FALSE,0,0.644970414201183,34449.3696760538,1,0
56,87086.6107970599,TRUE,0,0.0887573964497041,83048.5969957655,1,1
57,78949.8682434259,FALSE,0,0.905325443786982,40220.1035893668,1,0
58,84701.5079025644,FALSE,1,0.514792899408284,27921.4107795783,1,0
59,84121.5624165081,FALSE,1,0.331360946745562,69521.5381355712,1,0
60,87329.2495390253,FALSE,1,0.893491124260355,45727.0354607416,1,0
61,86256.3567408607,FALSE,0,0.479289940828402,50848.6630420256,1,1
62,92046.532647664,FALSE,0,0.698224852071006,50639.201542241,1,0
63,93941.965575538,FALSE,1,0.550295857988166,45645.9724663424,1,1
64,75966.5727178003,FALSE,0,0.437869822485207,42551.1921580213,1,0
65,98324.5664705708,FALSE,1,0.834319526627219,46928.4172610567,1,1
66,92621.3014277976,FALSE,1,0.254437869822485,53948.8077218093,1,1
67,74831.0520771768,FALSE,1,0.201183431952663,54296.7675301135,1,0
68,86466.4148482179,FALSE,0,0.284023668639053,45207.396569229,1,0
69,102176.583379668,TRUE,0,0.0177514792899408,84084.3967047758,1,1
70,82845.1913485488,FALSE,0,0.710059171597633,49791.3289642246,1,0
71,85592.0971588619,FALSE,1,0.674556213017751,36867.1134834164,1,0
72,96700.264994168,FALSE,0,0.923076923076923,38227.6525002581,1,1
73,92963.8921552011,FALSE,0,0.112426035502959,57721.5017051527,1,0
74,82639.8248791059,FALSE,1,0.810650887573965,38117.1027110839,1,1
75,86171.5236620212,FALSE,1,0.994082840236686,30402.7644544083,1,0
76,82225.9581890206,FALSE,0,0.57396449704142,42484.7197368275,1,1
77,83144.7141447583,FALSE,1,0.585798816568047,42938.8585251166,1,0
78,93202.3968806313,FALSE,0,0.142011834319527,67656.6931886814,1,1
79,73483.1854360462,FALSE,0,0.49112426035503,47427.9202916904,1,1
80,86823.2074820378,FALSE,0,0.745562130177515,41461.2380470861,1,0
81,80592.4651890203,FALSE,0,0.857988165680473,35046.980398793,1,1
82,107488.027367332,FALSE,1,0.408284023668639,63447.3923474923,1,0
83,83886.1670491337,FALSE,0,0.680473372781065,37505.6867052979,1,1
84,86554.3529084444,FALSE,0,0.183431952662722,62263.5502206192,1,0
85,76233.5639429351,FALSE,1,0.579881656804734,35160.6187127306,1,0
86,98612.3838150452,FALSE,0,0.538461538461538,57018.8117429489,1,1
87,86976.549643804,FALSE,0,0.822485207100592,28676.7664256786,1,0
88,100676.996594583,FALSE,1,0.662721893491124,41302.4567794312,1,1
89,83101.0194930007,FALSE,1,0.165680473372781,50300.0614962063,1,1
90,95954.5918187956,FALSE,1,0.118343195266272,53645.905121655,1,1
91,97620.2334222517,FALSE,1,0.224852071005917,63312.2570651657,1,0
92,98338.4003684735,FALSE,1,0.485207100591716,54163.4667422078,1,0
93,91410.9234718265,FALSE,0,0.946745562130177,38627.1340180492,1,0
94,107796.142673772,FALSE,1,0.976331360946746,30427.5437693646,1,1
95,80661.8864782819,FALSE,0,0.378698224852071,57229.0429950486,1,1
96,83235.5203064541,FALSE,1,0.846153846153846,32223.7433324191,1,1
97,73815.3651466983,FALSE,0,0.911242603550296,16649.1805077267,1,1
98,94056.5300248729,FALSE,0,0.739644970414201,56381.0428864719,1,1
99,69887.8932837439,FALSE,0,0.828402366863905,38191.1563403488,1,0
100,85304.4466716001,FALSE,0,0.952662721893491,29219.2047709445,1,0
101,93912.0630537236,FALSE,0,0.248520710059172,61229.1114032658,1,1
102,91034.5052920024,FALSE,1,0.63905325443787,50954.3219773498,1,0
103,91162.574099377,FALSE,0,0.29585798816568,55595.7584743246,1,0
104,92964.3049261815,FALSE,1,0.497041420118343,47665.3216127326,1,0
105,82082.1707264111,FALSE,1,0.775147928994083,46318.4836679035,1,0
106,106701.932219781,FALSE,0,0.863905325443787,46816.60700533,1,0
107,84932.1576126157,FALSE,0,0.692307692307692,36432.040799124,1,1
108,94695.6539667258,FALSE,0,0.124260355029586,59726.4274441497,1,1
109,91641.7213317084,FALSE,1,0.887573964497041,39480.2880160206,1,1
110,94093.7087793583,FALSE,1,0.627218934911243,54991.7287438766,1,1
111,89189.5185828432,TRUE,1,0.00591715976331361,98530.8510905256,1,0
112,95655.0883926494,FALSE,0,0.964497041420118,29422.5877615935,1,1
113,81792.6265695381,FALSE,0,0.591715976331361,37421.7277018455,1,0
114,85169.0725427441,FALSE,1,0.242603550295858,55554.3438245985,1,1
115,77608.2308711357,FALSE,0,0.917159763313609,36779.0325220728,1,1
116,87351.0495794897,TRUE,0,0.0946745562130177,77291.0162616498,1,0
117,70894.3806142025,FALSE,1,0.390532544378698,50195.2219480476,1,1
118,92389.7649722197,FALSE,1,0.781065088757396,30624.7822918235,1,0
119,93118.6824520993,FALSE,0,0.42603550295858,60908.0932933739,1,1
120,79812.2167658276,TRUE,1,0.0118343195266272,78868.7074841527,1,1
121,80968.4928355193,FALSE,1,0.420118343195266,57105.7862870963,1,0
122,91086.5577749852,TRUE,1,0.0650887573964497,68577.3179368587,1,1
123,88185.9978469598,FALSE,1,0.130177514792899,63837.2194649673,1,0
124,82268.2476580698,FALSE,1,0.473372781065089,58161.7532500917,1,0
125,85848.0799236008,FALSE,0,0.727810650887574,42962.4226581701,1,0
126,90904.1730512299,FALSE,1,0.520710059171598,53636.2708367815,1,0
127,91066.5788263462,FALSE,0,0.189349112426035,73423.6017705176,1,0
128,79951.6908661143,TRUE,1,0.029585798816568,75126.5761276792,1,1
129,89957.3088751045,FALSE,0,0.526627218934911,51657.8499361097,1,1
130,87887.466032927,FALSE,1,0.597633136094675,43611.0856388701,1,1
131,105719.679066254,FALSE,0,0.325443786982249,46704.742052539,1,0
132,72406.4290833491,FALSE,1,0.881656804733728,22591.8236261816,1,0
133,94521.2168858094,FALSE,1,0.230769230769231,58116.3322507165,1,1
134,89236.889155532,FALSE,0,0.384615384615385,52543.2600041023,1,0
135,73530.7744475616,FALSE,1,0.78698224852071,54170.4900090066,1,0
136,85986.382914467,FALSE,1,0.236686390532544,61541.2263197947,1,1
137,86066.681338311,FALSE,0,0.153846153846154,50651.4633468588,1,0
138,88953.8647061175,FALSE,0,0.609467455621302,38260.5848724536,1,1
139,82076.4072950697,FALSE,1,0.467455621301775,48251.8459424237,1,1
140,100683.81805565,FALSE,0,0.319526627218935,53314.1564395119,1,0
141,97238.044048123,FALSE,0,0.958579881656805,19611.6679787726,1,1
142,98175.7040643936,FALSE,0,0.544378698224852,45380.6274860235,1,0
143,95873.6029113561,FALSE,0,0.633136094674556,25894.0829234029,1,1
144,81651.2246236694,FALSE,1,0.650887573964497,51110.1999844304,1,1
145,78906.3017888729,FALSE,1,0.431952662721893,52405.4407635435,1,1
146,99855.9571915678,FALSE,0,0.715976331360947,39412.8908805897,1,0
147,88183.9401821953,FALSE,1,0.461538461538462,48296.0805643496,1,0
148,89409.3527209376,FALSE,1,1,27446.19567492,1,0
149,86954.3167502571,FALSE,1,0.218934911242604,63484.6951009005,1,1
150,79119.5208333175,FALSE,0,0.603550295857988,48079.0974599082,1,0
151,92638.0751152008,FALSE,1,0.562130177514793,62141.4672561565,1,0
152,90563.1434151644,FALSE,0,0.502958579881657,55244.3093695911,1,1
153,82508.8157148768,FALSE,0,0.532544378698225,43911.8665908992,1,0
154,81802.9639562735,FALSE,1,0.970414201183432,42513.1566273382,1,1
155,83682.0500176429,FALSE,1,0.207100591715976,38401.6175906215,1,0
156,90531.4715007013,TRUE,0,0.0236686390532544,78373.6785604864,1,1
157,81784.3464078692,FALSE,1,0.928994082840237,29613.9250896333,1,1
158,83872.5324258648,FALSE,0,0.21301775147929,78906.2321884096,1,1
159,87153.7656225032,FALSE,1,0.751479289940828,46635.8562592867,1,0
160,90181.3053667607,FALSE,0,0.443786982248521,61134.6061784727,1,1
161,86983.6155963332,FALSE,0,0.14792899408284,49545.4276320063,1,1
162,94292.5872871888,TRUE,0,0.0414201183431953,86082.7752582321,1,1
163,83421.7147663904,FALSE,1,0.449704142011834,33379.1784652545,1,1
164,84731.0196331032,FALSE,0,0.804733727810651,50703.9974988782,1,0
165,85525.8694413688,FALSE,1,0.72189349112426,44274.7903396305,1,1
166,87004.9936266373,FALSE,0,0.195266272189349,71980.7484472216,1,1
167,86578.2451808352,FALSE,1,0.733727810650888,28615.4115905181,1,0
168,74394.6492180422,FALSE,1,0.988165680473373,37481.2938490951,1,1
169,72182.2535868496,FALSE,0,0.840236686390533,36053.4949797172,1,0
1,67460.1491522385,FALSE,1,0.139784946236559,62393.9379404457,2,1
2,91569.708511619,FALSE,1,0.575268817204301,52885.2233874012,2,0
3,87492.2971901596,FALSE,0,0.790322580645161,21678.1925433042,2,1
4,90608.6751290065,FALSE,0,0.698924731182796,39838.7312230241,2,0
5,87241.0654490312,TRUE,1,0.0698924731182796,87748.1067914976,2,1
6,84123.8488608555,FALSE,1,0.672043010752688,46439.7300474789,2,0
7,82285.6885383126,FALSE,1,0.381720430107527,50446.6327270294,2,1
8,85195.4163478485,FALSE,0,0.225806451612903,65624.2766711578,2,1
9,77509.0000756063,FALSE,0,0.478494623655914,55418.3834566813,2,0
10,97813.4148209448,TRUE,1,0.0913978494623656,87989.577887443,2,1
11,93664.8329505591,FALSE,0,0.505376344086022,60802.3726135584,2,0
12,74626.5089161636,FALSE,1,0.801075268817204,26083.3432508665,2,0
13,88516.8491496663,FALSE,1,0.483870967741935,46670.0507250164,2,0
14,66909.4076350062,FALSE,1,0.586021505376344,49156.0489892117,2,1
15,86347.2729910599,FALSE,1,0.854838709677419,39804.7614000837,2,1
16,97176.324199421,TRUE,1,0.043010752688172,80520.1519484879,2,1
17,78524.8838430535,TRUE,1,0.0860215053763441,62346.8440317779,2,1
18,108540.421343589,FALSE,1,0.155913978494624,48647.5118565368,2,0
19,98578.3243152602,FALSE,1,0.333333333333333,48737.0218617389,2,1
20,98000.4485777412,FALSE,1,0.89247311827957,36896.6231845455,2,1
21,89185.570226671,FALSE,0,0.21505376344086,63776.1687500107,2,1
22,84952.3104281007,FALSE,1,0.897849462365591,20618.7732212475,2,0
23,82446.7177016362,FALSE,0,0.403225806451613,38084.6182277749,2,0
24,75765.7788759662,FALSE,1,0.462365591397849,64096.1965350913,2,1
25,84871.4542032628,TRUE,1,0.0591397849462366,69847.5555994308,2,0
26,81513.5476966355,FALSE,0,0.881720430107527,35011.7080723437,2,0
27,93314.5354447255,FALSE,1,0.301075268817204,62535.6225963888,2,0
28,92596.1321037009,FALSE,1,0.161290322580645,71616.5204810078,2,1
29,99040.2545420349,FALSE,1,0.467741935483871,34287.6460845276,2,0
30,78505.0517259812,FALSE,0,0.865591397849462,21711.8343716337,2,1
31,109123.34147852,FALSE,0,0.768817204301075,44533.7436050126,2,0
32,85822.0293036151,FALSE,1,0.274193548387097,43769.1039259951,2,1
33,72148.8493269693,FALSE,0,0.849462365591398,35216.0331966606,2,1
34,79650.6470686062,FALSE,1,0.258064516129032,61597.8174060419,2,1
35,88397.7906465089,FALSE,0,0.456989247311828,65338.9594991785,2,1
36,85098.0878980141,FALSE,0,0.247311827956989,56515.5697349544,2,1
37,82810.031855153,FALSE,0,0.344086021505376,54975.262579042,2,1
38,95844.4039874498,FALSE,0,0.370967741935484,58188.4143257158,2,1
39,81062.2418485202,FALSE,1,0.983870967741935,30382.048175471,2,1
40,86610.7951342669,FALSE,0,0.182795698924731,58788.907368988,2,1
41,82187.5246579107,FALSE,0,0.693548387096774,35397.7672945074,2,1
42,72451.148193553,FALSE,0,0.704301075268817,43626.3002819584,2,0
43,84288.3956118232,FALSE,1,0.93010752688172,33581.8205737756,2,0
44,91979.2020143956,FALSE,0,0.827956989247312,30497.6360828751,2,1
45,77983.3292363454,FALSE,0,0.10752688172043,64607.0797201489,2,1
46,83603.3043579019,FALSE,1,0.349462365591398,54868.0276680718,2,0
47,93950.2146186464,FALSE,1,0.440860215053763,58611.4293690784,2,1
48,78531.9793975436,FALSE,0,0.521505376344086,43340.17794369,2,1
