StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"What is your baseline sickness level? (1: Completely healthy - 10: Very sick)



Read the green piece of paper - 1",Would you go to the hospital/urgent care?,effect,null_effect,null_effect_cap,baseline,outcome
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID4""}","{""ImportId"":""effect""}","{""ImportId"":""null_effect""}","{""ImportId"":""null_effect_cap""}","{""ImportId"":""baseline""}","{""ImportId"":""outcome""}"
2022-09-15 12:38:39,2022-09-15 12:38:53,IP Address,128.62.40.87,100,14,True,2022-09-15 12:38:54,R_12stgG6Ov1lEfwf,,,,,30.2887,-97.7398,qr,EN,10,Yes,4,0,-1,10,6
2022-09-15 12:38:42,2022-09-15 12:38:59,IP Address,128.62.35.208,100,16,True,2022-09-15 12:38:59,R_2vdpgnvIsdrwKN5,,,,,30.2887,-97.7398,qr,EN,2,No,2,1,0,2,1
2022-09-15 12:38:45,2022-09-15 12:39:01,IP Address,128.62.44.243,100,15,True,2022-09-15 12:39:01,R_1hSStnPiZrY6AiC,,,,,30.2887,-97.7398,qr,EN,3,No,3,-1,-1,3,4
2022-09-15 12:38:43,2022-09-15 12:39:02,IP Address,128.62.40.69,100,18,True,2022-09-15 12:39:02,R_1Ka0tXd8prhFTwt,,,,,30.2887,-97.7398,qr,EN,4,No,4,1,0,4,3
2022-09-15 12:38:53,2022-09-15 12:39:04,IP Address,128.62.17.181,100,10,True,2022-09-15 12:39:04,R_baBCtKnduX81fG1,,,,,30.2887,-97.7398,qr,EN,9,Yes,2,-1,-1,9,7
2022-09-15 12:38:42,2022-09-15 12:39:05,IP Address,198.214.81.252,100,23,True,2022-09-15 12:39:05,R_28A78yewd7mqGq9,,,,,30.2887,-97.7398,qr,EN,2,No,4,-1,0,2,3
2022-09-15 12:38:54,2022-09-15 12:39:04,IP Address,128.62.16.45,100,10,True,2022-09-15 12:39:06,R_1hR9rfKybLrUoCl,,,,,30.2887,-97.7398,qr,EN,1,No,4,0,0,1,1
2022-09-15 12:38:46,2022-09-15 12:39:08,IP Address,128.62.32.2,100,22,True,2022-09-15 12:39:09,R_R3N93Dy6GCP4utP,,,,,30.2887,-97.7398,qr,EN,4,No,4,1,-1,4,3
2022-09-15 12:38:55,2022-09-15 12:39:09,IP Address,128.62.36.62,100,13,True,2022-09-15 12:39:09,R_6WMY75Oyfc1EXDj,,,,,30.2887,-97.7398,qr,EN,2,No,4,0,0,2,2
2022-09-15 12:38:56,2022-09-15 12:39:09,IP Address,104.28.97.22,100,13,True,2022-09-15 12:39:10,R_3Hk8f2E5iCvwQp8,,,,,41.8874,-87.6318,qr,EN,3,No,4,1,-1,3,2
2022-09-15 12:38:52,2022-09-15 12:39:10,IP Address,128.62.34.28,100,17,True,2022-09-15 12:39:10,R_seclZDDyw75ecq5,,,,,30.2887,-97.7398,qr,EN,1,No,3,0,0,1,1
2022-09-15 12:38:56,2022-09-15 12:39:10,IP Address,128.62.45.189,100,14,True,2022-09-15 12:39:10,R_2tnBKSb5VlmLbM8,,,,,30.2887,-97.7398,qr,EN,9,Yes,4,1,0,9,5
2022-09-15 12:38:46,2022-09-15 12:39:13,IP Address,128.62.20.15,100,26,True,2022-09-15 12:39:14,R_1IG9HBaUBWa8KX7,,,,,30.2887,-97.7398,qr,EN,6,No,4,1,-1,6,5
2022-09-15 12:39:06,2022-09-15 12:39:16,IP Address,128.62.42.112,100,9,True,2022-09-15 12:39:17,R_2qmEOuhbckcLp9z,,,,,30.2887,-97.7398,qr,EN,5,No,3,0,0,5,5
2022-09-15 12:38:49,2022-09-15 12:39:20,IP Address,128.62.38.72,100,31,True,2022-09-15 12:39:21,R_DtMA1s2Cug3gssp,,,,,29.5799,-95.6085,qr,EN,7,Yes,3,-1,0,7,4
2022-09-15 12:39:09,2022-09-15 12:39:21,IP Address,128.62.42.103,100,11,True,2022-09-15 12:39:21,R_1mKk3ooUkXEdkdP,,,,,30.2887,-97.7398,qr,EN,10,Yes,3,0,-1,10,7
