StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"What is your baseline sickness level? (1: Completely healthy - 10: Very sick)



Read the green piece of paper - 1",Would you go to the hospital/urgent care?,effect,null_effect,null_effect_cap,baseline,outcome
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID4""}","{""ImportId"":""effect""}","{""ImportId"":""null_effect""}","{""ImportId"":""null_effect_cap""}","{""ImportId"":""baseline""}","{""ImportId"":""outcome""}"
2022-09-13 12:37:12,2022-09-13 12:37:31,IP Address,128.62.76.86,100,19,True,2022-09-13 12:37:31,R_2bH6dwz66Tyy6zL,,,,,30.2881,-97.764,qr,EN,7,Yes,2,1,-1,7,5
2022-09-13 12:37:12,2022-09-13 12:37:31,IP Address,128.62.50.184,100,19,True,2022-09-13 12:37:31,R_3Hkx6lzw0X7wXHj,,,,,30.2887,-97.7398,qr,EN,3,No,2,0,0,3,3
2022-09-13 12:37:10,2022-09-13 12:37:31,IP Address,128.62.17.131,100,20,True,2022-09-13 12:37:32,R_12hh6z2IgbLbuoi,,,,,30.2887,-97.7398,qr,EN,6,No,3,-1,0,6,7
2022-09-13 12:37:11,2022-09-13 12:37:31,IP Address,128.62.44.122,100,20,True,2022-09-13 12:37:32,R_308Db1TYtU4Rg8v,,,,,30.2887,-97.7398,qr,EN,9,Yes,3,-1,-1,9,6
2022-09-13 12:37:14,2022-09-13 12:37:33,IP Address,128.62.20.38,100,18,True,2022-09-13 12:37:33,R_ODcLLcWnrG1r90B,,,,,30.2887,-97.7398,qr,EN,10,Yes,4,-1,-1,10,6
2022-09-13 12:37:08,2022-09-13 12:37:34,IP Address,128.62.78.174,100,26,True,2022-09-13 12:37:35,R_22QRn8vDVf6ssEq,,,,,30.2881,-97.764,qr,EN,1,No,3,0,-1,1,2
2022-09-13 12:37:12,2022-09-13 12:37:35,IP Address,128.62.49.211,100,22,True,2022-09-13 12:37:35,R_C8HKbN2ujn6F369,,,,,30.2887,-97.7398,qr,EN,10,Yes,2,1,-1,10,8
2022-09-13 12:37:10,2022-09-13 12:37:37,IP Address,128.62.52.216,100,26,True,2022-09-13 12:37:37,R_p6sKmDyzBDhknIJ,,,,,30.2887,-97.7398,qr,EN,10,Yes,2,1,0,10,8
2022-09-13 12:37:10,2022-09-13 12:37:37,IP Address,128.62.45.201,100,26,True,2022-09-13 12:37:37,R_1Dqy10UF7aPW3Aj,,,,,30.2887,-97.7398,qr,EN,2,No,2,0,-1,2,2
2022-09-13 12:37:12,2022-09-13 12:37:37,IP Address,128.62.20.46,100,24,True,2022-09-13 12:37:37,R_b7vDVw7sMLYn4yd,,,,,30.2887,-97.7398,qr,EN,10,Yes,4,0,0,10,6
2022-09-13 12:37:16,2022-09-13 12:37:40,IP Address,128.62.19.124,100,24,True,2022-09-13 12:37:40,R_1msKkapxGvxhW2r,,,,,30.2887,-97.7398,qr,EN,1,No,4,0,-1,1,2
2022-09-13 12:37:18,2022-09-13 12:37:41,IP Address,128.62.17.69,100,23,True,2022-09-13 12:37:42,R_1CBZOUeGN29tfUL,,,,,30.2887,-97.7398,qr,EN,7,Yes,3,1,-1,7,4
2022-09-13 12:37:17,2022-09-13 12:37:43,IP Address,128.62.16.46,100,25,True,2022-09-13 12:37:43,R_1dGni2vx5r4kMd7,,,,,30.2887,-97.7398,qr,EN,9,Yes,3,-1,-1,9,6
2022-09-13 12:37:11,2022-09-13 12:37:45,IP Address,128.62.19.254,100,34,True,2022-09-13 12:37:45,R_2w5AGAG8rUgekCF,,,,,30.2887,-97.7398,qr,EN,9,Yes,2,0,-1,9,7
2022-09-13 12:37:20,2022-09-13 12:37:46,IP Address,172.225.18.61,100,25,True,2022-09-13 12:37:46,R_3nfpZ7eeSkpRh3w,,,,,30.2627,-97.7467,qr,EN,2,No,2,0,0,2,2
2022-09-13 12:37:15,2022-09-13 12:37:46,IP Address,198.214.80.162,100,31,True,2022-09-13 12:37:46,R_6FpW6WzLrHK9tn3,,,,,30.2887,-97.7398,qr,EN,6,No,4,-1,-1,6,7
