FIPS,state,county,low_access_pop,low_access_change,pct_low_access_pop,children_low_access,pct_children_low_access,grocery_stores,grocery_stores_per_1000,snap_stores,snap_stores_per_1000,fastfood,fastfood_per_1000,deaths,population,mortality_rate,votes_dem_2012,votes_dem_2016,total_votes_2012,total_votes_2016,per_dem_2012,per_dem_2016,diff_2016,per_point_diff_2012,per_point_diff_2016
1043,AL,Cullman,5900.270202,-6.276302149,0.073380969,1433.057497,0.017822768,15,0.184526812,81.66666667,0.990247077,53,0.651994735,2899,243982,986,4855,3730,33178,37278,0.146331907,0.100059016,29004,-0.695490988,-0.778046033
1045,AL,Dale,14036.97012,1.372216539,0.27933713,4144.065574,0.082467326,8,0.161668418,52.16666667,1.059738079,34,0.687090777,1483,148899,892.4,5283,4408,18551,18617,0.284782492,0.236772842,9390,-0.421648429,-0.504377719
1047,AL,Dallas,7640.056868,-1.869353577,0.17435091,1941.888555,0.04431512,8,0.191795929,48.08333333,1.201842965,19,0.455515332,1578,124814,1105.6,14599,12826,20936,18730,0.697315629,0.684783769,7042,0.397162782,0.375974373
1049,AL,DeKalb,2679.852662,0,0.037686547,890.0090642,0.012516124,14,0.197002744,82,1.156558533,43,0.605079856,2371,213011,997.5,5235,3682,23842,26086,0.219570506,0.141148509,18097,-0.548653636,-0.693743771
1051,AL,Elmore,15064.36659,0.352141038,0.189959605,3210.949788,0.040489638,10,0.123491856,74.83333333,0.91484411,45,0.555713351,2306,243373,931.2,8940,8436,35440,36905,0.252257336,0.228586912,19183,-0.4876693,-0.519794066
1053,AL,Escambia,5058.775403,-2.504107634,0.132017417,1201.964583,0.031367326,4,0.106008004,44.91666667,1.190539299,27,0.715554024,1427,113430,1054.8,5476,4698,14832,15213,0.369201726,0.308814829,5584,-0.255326321,-0.367054493
1055,AL,Etowah,23289.82682,-6.010550624,0.223018547,4933.015842,0.047237536,13,0.125566256,117.5833333,1.146438646,79,0.763056476,4162,310361,1076.4,12792,10350,42490,43474,0.301059073,0.238073331,21782,-0.383855025,-0.501035101
1057,AL,Fayette,407.3867531,-6.885559319,0.023628952,90.732398,0.005262595,5,0.296313856,11.83333333,0.715177888,9,0.53336494,678,50458,998.9,1803,1358,7912,8196,0.227881699,0.165690581,5347,-0.534757331,-0.65239141
1059,AL,Franklin,3663.441736,19.18380454,0.115551405,918.6996745,0.028977406,8,0.253156546,32.5,1.027570507,18,0.569602228,1158,94795,1067.5,3171,2197,10859,11955,0.292015839,0.18377248,7269,-0.40482549,-0.608030113
1061,AL,Geneva,605.1933947,-0.132617558,0.022590272,134.899977,0.00503546,10,0.374363582,31.91666667,1.199243506,10,0.374363582,1039,80236,969.7,2039,1522,11318,11659,0.180155505,0.130542928,8445,-0.630323379,-0.724333133
1063,AL,Greene,2962.991009,-9.843982423,0.327583307,721.1120285,0.079724934,2,0.233836081,17,2.018522916,1,0.11691804,325,25738,957.2,4514,4006,5328,4862,0.847222222,0.823940765,3168,0.69725976,0.65158371
1065,AL,Hale,1864.54135,2040.325286,0.118308461,428.4938194,0.027188694,3,0.197576396,14.58333333,0.975343321,7,0.461011591,536,45515,920.9,5401,4772,8628,8010,0.625985165,0.595755306,1600,0.254520167,0.199750312
1067,AL,Henry,805.472428,108.5026018,0.046553718,146.7563945,0.008482048,3,0.17452007,15,0.873922163,10,0.581733566,619,51603,841.1,3046,2286,8700,8017,0.350114943,0.285144069,3337,-0.294137931,-0.416240489
1069,AL,Houston,18340.74904,-14.31289438,0.180613401,4485.839386,0.044175007,16,0.15356118,138.5833333,1.33181492,97,0.930964652,3234,311893,881.1,12348,10547,41843,42030,0.295103124,0.250939805,20020,-0.403078173,-0.476326433
1071,AL,Jackson,4218.966738,-13.1017013,0.079263658,961.3403094,0.01806114,11,0.208867369,52.75,1.01173808,29,0.550650337,2112,157971,1047.4,5817,3663,20555,20785,0.282996838,0.17623286,12980,-0.418632936,-0.624488814
1073,AL,Jefferson,205657.8678,-1.722051871,0.312328758,49882.8024,0.075756079,108,0.163439988,594.6666667,0.901664491,642,0.971559929,21133,1979648,931.4,159658,151581,303424,290111,0.526187777,0.522493115,20967,0.060130379,0.072272337
1075,AL,Lamar,229.9526122,148.915122,0.015789111,52.4839962,0.00360368,3,0.212977424,13.91666667,0.999904201,6,0.425954849,607,42123,992.2,1643,1035,7159,6931,0.229501327,0.149329101,4784,-0.532197234,-0.69023229
1077,AL,Lauderdale,12476.09671,-14.45173549,0.13457266,2541.608172,0.027414902,17,0.182607201,92.08333333,0.997458062,72,0.773395205,3311,278388,908.1,12504,9877,36908,38813,0.338788339,0.254476593,17858,-0.308821936,-0.460103574
1079,AL,Lawrence,1648.244355,22.14297832,0.047999195,400.7185675,0.011669489,5,0.149356274,26.66666667,0.802149761,16,0.477940078,1218,100108,1044.2,5055,3611,14079,14623,0.359045387,0.246939752,7121,-0.269905533,-0.486972577
1081,AL,Lee,36835.88687,-15.88983027,0.262650088,7548.528821,0.053823104,17,0.110207125,103.8333333,0.653076799,128,0.82979482,3322,462925,902.4,21274,20987,54115,57668,0.393125751,0.363928002,13334,-0.199353229,-0.231220087
1083,AL,Limestone,9339.421673,-7.872145116,0.112819474,1706.17085,0.020610409,9,0.099133136,75.08333333,0.809497626,51,0.561754436,2184,271145,789.4,9809,9340,35406,39400,0.277043439,0.237055838,19484,-0.436479693,-0.494517766
1085,AL,Lowndes,2539.864392,-53.84332238,0.224786653,711.2506775,0.062948108,3,0.283553875,16.5,1.592971616,0,0,389,31738,1044.8,5747,4882,7519,6676,0.764330363,0.731276213,3131,0.531054662,0.468993409
1087,AL,Macon,8050.779305,7.262079848,0.375292714,1716.83212,0.080031331,4,0.205920206,17.08333333,0.900877147,9,0.463320463,710,58344,1007.4,9045,7237,10385,8748,0.870967742,0.827274806,5843,0.743668753,0.667924097
1089,AL,Madison,88544.03045,-19.54355449,0.264459741,21193.92173,0.063301151,44,0.125606981,285.1666667,0.798860025,330,0.942052361,8717,1049921,782.2,61802,62435,154632,159473,0.399671478,0.39150828,26764,-0.186746598,-0.167827783
1091,AL,Marengo,5125.005617,-8.268941504,0.243734514,1257.125791,0.059786265,3,0.149179513,24.25,1.232653891,19,0.94480358,772,60374,945.8,6154,5607,11509,10948,0.534711965,0.512148338,383,0.072378139,0.034983559
1093,AL,Marion,1929.43172,258.5697141,0.062692739,425.1633118,0.013814768,3,0.099104754,26.41666667,0.880614263,17,0.561593604,1220,90692,968,2249,1432,12104,12912,0.185806345,0.110904585,9841,-0.615251157,-0.762159232
1095,AL,Marshall,10484.79843,-18.17532789,0.11271674,2859.984217,0.030746237,21,0.22190287,107.8333333,1.133214933,71,0.750243036,3289,283458,1003.9,6271,4913,32455,34965,0.193221383,0.140511941,24304,-0.601263288,-0.695095095
1097,AL,Mobile,103768.6435,-7.984983043,0.251260662,26376.51271,0.063866885,60,0.144535475,512.25,1.234825329,253,0.60945792,12731,1244442,930.5,78417,68429,174189,163387,0.450183421,0.41881545,22658,-0.092709643,-0.138676884
1099,AL,Monroe,5711.640664,-20.10617435,0.247600167,1416.934228,0.061424234,6,0.273385884,26,1.207617278,9,0.410078826,776,65724,918.6,4897,4310,10680,10185,0.458520599,0.42317133,1461,-0.077996255,-0.143446244
1101,AL,Montgomery,66180.65498,2.989202729,0.288541112,17674.74411,0.077060137,37,0.163580015,229.3333333,1.013184654,210,0.928427112,6398,679908,892.7,62993,58669,101781,94572,0.618907262,0.620363321,24741,0.242776157,0.261610202
1103,AL,Morgan,15514.27958,10.73977915,0.129837472,3921.753459,0.032820767,16,0.133771435,129.3333333,1.086725148,99,0.827710753,3780,358875,904.5,13401,11216,49198,49991,0.272389122,0.224360385,26176,-0.445302655,-0.523614251
1105,AL,Perry,881.5494764,-9.274133492,0.083235717,159.2575368,0.015037063,4,0.407083249,12,1.25339461,1,0.101770812,400,29500,1067.2,4536,3823,6065,5255,0.747897774,0.727497621,2420,0.49991756,0.460513796
1107,AL,Pickens,529.13864,-37.8529964,0.026797257,103.1906839,0.005225903,4,0.196415419,25,1.23007282,8,0.392830837,759,60568,966.6,4448,3972,9599,9494,0.463381602,0.418369497,1482,-0.069903115,-0.156098589
1109,AL,Pike,4535.497138,21.50352808,0.137861246,1009.184568,0.030675235,6,0.179699901,39.41666667,1.184181538,33,0.988349456,965,99766,939.1,6009,5039,14057,13025,0.427473856,0.386871401,2642,-0.137298143,-0.202840691
1111,AL,Randolph,3374.629464,218.0406215,0.147280123,810.1251029,0.035356571,3,0.133102622,24.66666667,1.088939902,9,0.399307866,905,67812,1002.9,3076,2290,10391,10130,0.296025407,0.226061204,5407,-0.398710422,-0.533761106
1113,AL,Russell,6225.855694,-26.85585465,0.117586562,1455.563899,0.027490961,12,0.20131526,63.83333333,1.09732059,44,0.738155952,1596,178869,908.6,10495,9577,18871,19136,0.556144348,0.500470318,367,0.117587833,0.019178512
1115,AL,St. Clair,4561.840118,21.85460707,0.054572035,1096.368401,0.013115553,14,0.161481943,73.75,0.837887274,49,0.5651868,2721,259845,975.3,5790,5550,35105,37937,0.16493377,0.146295174,26029,-0.661187865,-0.686111184
1117,AL,Shelby,47122.31837,-9.403861448,0.241547625,12433.8385,0.063735492,26,0.125813554,128.25,0.60891075,141,0.682296581,3984,618837,660.2,19944,22927,92204,99208,0.21630298,0.231100314,49919,-0.556364149,-0.503175147
1119,AL,Sumter,2304.525378,3.631043051,0.167443535,541.6830274,0.039357918,3,0.227859638,20.83333333,1.597648262,7,0.53167249,467,39748,979.3,5420,4739,7025,6391,0.771530249,0.741511501,3158,0.545907473,0.494132374
1121,AL,Talladega,11038.38725,-10.63741905,0.134138451,2557.136264,0.031074313,9,0.110671159,95.25,1.189094041,49,0.602542977,2931,243434,1038.4,13878,12108,33317,33218,0.416544107,0.364501174,8488,-0.160248522,-0.255524113
1123,AL,Tallapoosa,3484.730858,-24.21075559,0.083735363,754.1766828,0.018122277,6,0.145754889,45.08333333,1.106964258,20,0.48584963,1474,123147,919.6,6252,5271,18668,18504,0.33490465,0.284857328,7696,-0.324137562,-0.415910073
1125,AL,Tuscaloosa,34859.58024,-11.6997412,0.179082999,7647.39852,0.039286734,21,0.103851403,173.8333333,0.84343351,161,0.796194093,5075,607110,902.4,32003,31746,78495,81708,0.407707497,0.388529887,15955,-0.17453341,-0.195268517
1127,AL,Walker,7858.659654,4.367983476,0.117253177,1775.324,0.02648828,10,0.152739381,75,1.15443225,41,0.626231461,3025,196790,1251.7,6551,4486,28497,29243,0.229883847,0.153404233,19722,-0.529248693,-0.674417809
1129,AL,Washington,1478.896947,-13.42875787,0.084119046,398.207005,0.02264985,2,0.118807176,15.66666667,0.934988462,3,0.178210764,662,50536,1088.3,2971,2366,8761,8492,0.339116539,0.278615167,3665,-0.317087091,-0.431582666
1131,AL,Wilcox,4997.128568,-3.403914609,0.428202962,1336.624194,0.114535064,7,0.630744278,19.16666667,1.744644699,5,0.450531627,483,33321,1192,4867,4329,6547,6095,0.743393921,0.710254307,2592,0.487398809,0.425266612
1133,AL,Winston,1459.032655,44.27805884,0.05959127,331.320442,0.013532121,8,0.33126294,26.16666667,1.09920885,10,0.414078675,909,72132,930.1,1286,871,9712,10255,0.132413509,0.084934178,8354,-0.723228995,-0.814627011
2013,AK,Aleutians East,2203.00003,79.68265437,0.701369,219.9999962,0.070041387,4,1.19047619,5,1.516990291,1,0.297619048,25,9972,382,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2016,AK,Aleutians West,1243.229053,62.62487119,0.223562139,209.0351916,0.037589497,3,0.52173913,4,0.708340712,0,0,43,17152,564.6,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2020,AK,Anchorage,80039.72364,-9.024345496,0.274272079,20527.21294,0.07034059,32,0.106308761,122.3333333,0.410250219,204,0.677718348,4858,900589,718.4,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2050,AK,Bethel,11504.86349,-13.31905057,0.676239552,4363.527913,0.256481979,22,1.231251399,50.5,2.810552093,7,0.391761809,306,53731,993,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2060,AK,Bristol Bay,996.9999981,129.6480622,0.999999998,225.0000012,0.225677032,2,2.089864159,1,1.113585746,0,0,26,2792,892.5,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2068,AK,Denali,1826.000014,0,1.000000007,411.0000025,0.225082148,0,0,NA,NA,2,1.041124414,32,5756,742.4,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2070,AK,Dillingham,2461.509666,55.93142787,0.507841895,894.0181943,0.18444774,6,1.202886929,8.166666667,1.648499529,1,0.200481155,110,14982,1086.7,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2090,AK,Fairbanks North Star,33612.38394,-7.27371813,0.344456236,8925.389602,0.09146647,7,0.070453013,27.25,0.270861289,49,0.49317109,1386,300009,713.7,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2100,AK,Haines,518.8941366,-0.065786221,0.206895589,98.61738151,0.039321125,3,1.16913484,3,1.201923077,1,0.389711613,54,7663,646,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2105,AK,Hoonah-Angoon,2136.904788,26.07730882,0.993909204,418.0000016,0.194418605,4,0,6,2.887391723,2,0,36,4224,681.7,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2110,AK,Juneau,10062.6729,-0.744564856,0.321748134,2592.484198,0.08289318,6,0.185150898,11.75,0.361894789,31,0.956612973,559,98026,672.9,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2122,AK,Kenai Peninsula,10888.78506,-3.551056621,0.196548467,2687.927258,0.048518543,19,0.330567009,37.33333333,0.638111191,39,0.678532282,1226,172767,711.9,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2130,AK,Ketchikan Gateway,1062.598917,2.560116727,0.07884536,268.1511233,0.019896945,4,0.290128382,8,0.581987487,12,0.870385145,260,41163,669.7,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2150,AK,Kodiak Island,1948.659208,37.65012022,0.1433681,601.6891199,0.044267887,5,0.357500358,9,0.655403437,7,0.500500501,199,41993,675,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2164,AK,Lake and Peninsula,1628.68562,-0.141899072,0.998581005,491.7511724,0.301502865,1,0.613120785,8.5,5.441741357,0,0,40,4844,1121.3,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2170,AK,Matanuska-Susitna,23011.25533,12.60306079,0.258567957,6285.848063,0.070631474,10,0.10216383,43.83333333,0.420000319,43,0.439304469,1666,295257,769.4,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2180,AK,Nome,5276.007638,4.144054953,0.555837299,1989.889675,0.209638609,17,1.731689926,25.75,2.596551376,1,0.101864113,173,29567,871.4,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2185,AK,North Slope,5522.182352,52.18351766,0.58559728,944.7292187,0.100183374,8,0.824487272,12.25,1.275244639,2,0.206121818,149,29139,1001.3,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2188,AK,Northwest Arctic,4322.062938,-0.006342287,0.574513218,1618.950981,0.215200184,7,0.907088247,21.25,2.769451323,2,0.25916807,126,23216,790.5,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2195,AK,Petersburg,180.2305477,-1.69797714,0.047242608,48.4784221,0.012707319,3,0,4,1.270244522,4,0,45,6361,708,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2198,AK,Prince of Wales-Hyder,1758.792648,26.47909798,0.316386517,362.4727784,0.065204673,6,0,7,1.102883252,3,0,87,12725,936.3,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2220,AK,Sitka,1632.249762,0.923565919,0.183791213,400.8710088,0.045138049,4,0.449438202,3.166666667,0.358625897,4,0.449438202,195,26747,679.7,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2230,AK,Skagway,2.999953762,0,0.003099126,0,0,2,0,1,0.919117647,2,0,NA,NA,NA,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2240,AK,Southeast Fairbanks,3323.084476,62.63495454,0.472767744,796.6091329,0.113331787,3,0.432837974,6,0.872600349,2,0.28855865,149,20821,836.5,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2261,AK,Valdez-Cordova,5010.710886,86.01758378,0.519999054,1235.97954,0.128266868,8,0.84317032,15.75,1.683591662,9,0.94856661,192,28626,876.5,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2270,AK,Wade Hampton,4615.000002,-6.863207811,0.618715646,1934,0.259284086,14,1.747815231,19.5,NA,0,0,177,24124,1333.8,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2275,AK,Wrangell,510.6244347,0,0.215544295,105.576736,0.04456595,2,0,2,0.829531315,1,0,45,4742,774.9,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2282,AK,Yakutat,662.000001,26147.41943,1.000000002,162.0000003,0.244712991,2,3.149606299,2,3.327787022,0,0,NA,NA,NA,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
2290,AK,Yukon-Koyukuk,5587.999995,1.79E-13,0.999999999,1552.000002,0.27773801,9,1.622498648,33.41666667,6.047170949,0,0,171,16757,991.3,NA,93003,NA,246588,NA,0.377159472,37410,NA,-0.151710546
4001,AZ,Apache,50446.81414,7.914970193,0.705372272,16011.46854,0.223880261,9,0.125299326,50.33333333,0.688441478,16,0.222754358,1966,215285,946.2,16833,12196,25465,18659,0.661024936,0.653625596,6881,0.339092873,0.368776462
4003,AZ,Cochise,55218.5392,6.960246963,0.420405183,11841.92087,0.090158215,19,0.149080409,92,0.731493997,61,0.478626577,3787,383353,728.9,16223,15291,43776,43147,0.370591192,0.354393121,9745,-0.240291484,-0.225855795
4005,AZ,Coconino,41435.55369,1.91447054,0.308252086,11146.78845,0.082924457,21,0.152525385,96.75,0.686618219,120,0.871573626,2252,413346,649.8,26316,25308,46746,44929,0.562957258,0.563288744,8735,0.148633038,0.194417859
4007,AZ,Gila,17451.06612,36.21599689,0.325597816,3944.268236,0.073591213,7,0.131779589,41.5,0.774889835,34,0.640072291,2257,159323,908.9,6650,6746,18477,21398,0.359906911,0.315263109,6926,-0.263841533,-0.32367511
4009,AZ,Graham,13894.46277,19.13784967,0.373306361,4144.881698,0.111361679,6,0.15807361,26,0.691507753,16,0.421529626,811,113010,765.1,3608,3301,11854,11939,0.304369833,0.276488818,4724,-0.376919183,-0.39567803
4011,AZ,Greenlee,5895.55885,-1.036634644,0.69877431,1703.686653,0.201930384,2,0.213995292,9.916666667,1.031589167,2,0.213995292,166,27760,635.1,1310,1092,2972,3243,0.440780619,0.336725254,800,-0.094212651,-0.246685168
4012,AZ,La Paz,8846.861616,-0.349257879,0.431785915,885.767219,0.043231354,7,0.346003658,34.16666667,1.681678726,15,0.741436409,786,60843,735,1619,1318,4922,4931,0.328931329,0.267288582,2063,-0.322226737,-0.418373555
4013,AZ,Maricopa,511215.5724,3.846261053,0.133927143,122203.7978,0.032014685,494,0.120865406,2144.833333,0.505499611,2781,0.68041841,84396,12273297,648.8,512008,549040,1187008,1201934,0.431343344,0.456797129,41425,-0.120325221,-0.034465287
4015,AZ,Mohave,88341.57713,-0.036132664,0.441297479,16238.41559,0.081116639,19,0.09342991,151.3333333,0.737315813,114,0.560579462,8884,610907,881.3,18324,16485,65949,74189,0.277851067,0.222202752,38171,-0.426359763,-0.514510237
4017,AZ,Navajo,41411.32608,16.40527481,0.385404481,12847.64679,0.11956972,14,0.129508515,86.41666667,0.785420416,54,0.499532844,2830,323820,826.9,16157,15362,35775,35409,0.451628232,0.433844503,2803,-0.083801537,-0.079160665
4019,AZ,Pima,218481.7301,-5.911266964,0.222880727,47677.16771,0.048637119,127,0.126429046,637.1666667,0.627005417,611,0.608253129,26631,3011687,683.9,183470,195649,351817,360762,0.521492708,0.542321531,48630,0.058391152,0.134798011
4021,AZ,Pinal,80761.85349,23.88655064,0.214923633,15076.1808,0.040120767,29,0.072154021,165.5833333,0.395621287,115,0.286128016,8103,1188465,595.9,41428,35737,102139,93805,0.405604128,0.380971164,18120,-0.171521162,-0.193166676
4023,AZ,Santa Cruz,12583.42295,-3.59236511,0.265361091,3662.94681,0.077244766,8,0.171324553,28.91666667,0.628828241,27,0.578220366,855,140242,541.7,9486,10684,13894,14926,0.682740751,0.715797936,7034,0.377932921,0.471258207
4025,AZ,Yavapai,68596.93595,-2.349678725,0.325053124,13583.02154,0.064364443,32,0.14622288,145.25,0.643947119,128,0.584891521,8451,656378,733.8,32624,29705,96790,92780,0.337059614,0.320165984,29157,-0.307480112,-0.314259539
4027,AZ,Yuma,39776.52701,-9.087536031,0.203199611,10632.6267,0.0543171,31,0.152523776,112,0.544664958,117,0.575654253,4196,609931,565.3,14025,18336,33935,40759,0.413290113,0.449863834,2250,-0.161337852,-0.055202532
5001,AR,Arkansas,7183.712662,71.13839177,0.377712428,1695.598701,0.089152884,4,0.215123158,20.33333333,1.116357381,11,0.591588685,691,55788,945.6,2454,1939,6488,6167,0.378236745,0.314415437,1886,-0.221639951,-0.305821307
5003,AR,Ashley,4633.910248,6.733899777,0.212049158,1115.209975,0.051032351,4,0.190949017,19,0.927191099,15,0.716058812,800,63002,999.9,2855,2408,7915,8027,0.360707517,0.299987542,2930,-0.254074542,-0.365018064
5005,AR,Baxter,4618.030292,-7.265187688,0.111242991,863.8938132,0.0208102,7,0.17132927,36.08333333,0.878752456,32,0.783219522,2020,122860,861.9,5172,4163,19339,19572,0.267438854,0.212701819,10492,-0.440353689,-0.53607194
5007,AR,Benton,34546.61984,-20.74895722,0.15608013,9711.475817,0.043876026,30,0.123802724,139.4166667,0.539765871,160,0.660281197,5207,730120,718.9,22144,27894,77525,94262,0.285636891,0.295919883,32857,-0.404166398,-0.348571004
5009,AR,Boone,8411.784665,-24.04574649,0.227943112,1868.447452,0.050631316,4,0.107538445,41.83333333,1.121416828,23,0.618346059,1341,111761,855.4,3762,2925,15363,15912,0.244874048,0.183823529,9300,-0.480440018,-0.584464555
