"","id","z","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20"
"1",1,1,-0.626453810742332,-0.896914546624981,-0.961933415919883,0.216754862863576,-0.840855480786298,0.269605982037527,2.28724716134052,-0.0845860713710238,-0.766796035361611,0.0187461709418264,-0.591031102584368,-1.48056759491936,0.554326939220179,-0.661849828473498,0.258822873167444,0.476413393493845,-1.01500871646062,0.926459238271686,-1.18945374525972,1.1626852897838
"2",2,1,0.183643324222082,0.184849184646742,-0.292525722878467,-0.542492572263425,1.38435934347858,-0.629985414039275,-1.19677168222235,0.840400125597476,-0.816458344168372,-0.184252542069064,0.026594369016167,1.57716947155863,-0.280271939952888,1.71895415711955,1.8311206999949,-0.125379998377005,-0.0796367371297671,1.82282116882838,0.388581229632553,-0.585924465893051
"3",3,0,-0.835628612410047,1.58784533120882,0.258788216241251,0.891144645072327,-1.25549186262767,0.868659827652265,-0.694292510435459,-0.463482772187991,-0.141535185922747,-1.37133054992251,-1.51655309708187,-0.956744479084269,1.77516336956021,2.12166699126529,-0.339618567703073,1.09621619893093,-0.232987021957626,-1.61056689832483,-0.344333349210725,1.78546500331661
"4",4,1,1.59528080213779,-1.13037567424629,-1.15213188591513,0.595980577187475,0.0701427664273268,1.72719551711524,-0.412292951136803,-0.550835004480379,-0.277605029829222,-0.599167715783718,-1.36265334929581,-0.920005247558641,0.187320121673427,1.4971536841564,0.897198169631828,-1.44422903512362,-0.81726793367602,-0.285109752221173,-0.547896138418295,-1.33259371048501
"5",5,0,0.329507771815361,-0.0802517565509893,0.195782826286375,1.63561800111297,1.71144087270237,0.0241876417677226,-0.970673341119483,0.736040432105293,0.436306898428284,0.294545126567508,1.17848915603162,-1.99764209693134,1.14252614647565,-0.0361405776159593,0.488016283888414,1.14782929548965,0.772090839200204,-0.342073029720119,0.980662215750192,-0.446566766553219
"6",6,0,-0.820468384118015,0.132420284381094,0.0301239446016315,0.689275441919723,-0.602907981454667,0.36802517699251,-0.947279945228108,-0.107881401506818,-1.18687252496721,0.389794300700167,-0.934151319673365,-0.27229604424923,0.415526133492785,1.23194517646989,-1.25538582045564,-0.468412042880619,-0.165611935320799,0.366176146189186,-0.236646007272852,0.569606122374976
"7",7,1,0.487429052428485,0.707954729271733,0.0854177316122717,-1.28124663010116,-0.472166385166945,-1.30920429820853,0.748139340290551,-0.17028914982177,1.19198690758354,-1.20807617542949,1.32360564621202,-0.315348711467784,1.22950655592903,-0.0648807684665979,0.0227882047758324,-1.00595059489047,0.972874426104364,-1.32704084856317,0.809739704347715,-2.88971761441412
"8",8,0,0.738324705129217,-0.23969802417184,1.11661021271527,-0.213144519278363,-0.635371312524283,0.738621930711406,-0.116955225887152,-1.08833171186954,-0.0181903428983514,-0.363676017470862,0.624917789944714,-0.628255236517538,0.236679672240931,1.06899373052497,1.0907732123545,0.0635626782142669,1.71653397923374,2.41259221039848,-0.744779528664041,-0.869018343326555
"9",9,1,0.575781351653492,1.98447393665293,-1.21885741557799,1.89653987190927,-0.285773634866154,0.0448729873749906,0.152657626282234,-3.01105167576798,-0.248084597669748,-1.62667268170309,-0.0457229557060947,-0.106463884872094,-0.365382773252059,-0.376965306212551,-0.13212244015171,1.0249725985369,0.255237004495667,0.0638153475679835,-0.259787013127099,-0.461702683149641
"10",10,0,-0.305388387156356,-0.138787012119665,1.26736872208989,1.77686321368272,0.138108224803923,-1.0483972001212,2.18997810732938,-0.593174332801249,-0.362936890765176,-0.256478394123992,-1.00412057567228,0.428014802202354,1.10514427225028,1.04318309295627,-1.07500128018804,0.573142017009185,0.366581120330644,1.54551477991149,-0.183083830410215,-0.555540910137444
