"id","entrance_exam","tutoring","tutoring_text","exit_exam"
1,92.4083251972175,FALSE,"No tutor",78.0759169947596
2,72.7723797196876,FALSE,"No tutor",58.2175692095891
3,53.6508983672208,TRUE,"Tutor",61.9654318134692
4,98.3268829003672,FALSE,"No tutor",67.4895605325395
5,69.7121936462936,TRUE,"Tutor",54.1288829119509
6,68.0677101396532,TRUE,"Tutor",60.1314326975088
7,86.0304760064833,FALSE,"No tutor",73.0507439995385
8,85.685732625228,TRUE,"Tutor",76.7361969994494
9,85.9049441594874,FALSE,"No tutor",57.7811360409757
10,89.5284778925035,FALSE,"No tutor",79.9158286850493
11,84.8098064389295,FALSE,"No tutor",69.9704514660234
12,90.5816190941498,FALSE,"No tutor",74.8544992515711
13,88.3422562620484,TRUE,"Tutor",81.5276612839796
14,76.6797695525353,TRUE,"Tutor",67.5856408151847
15,57.0653856119579,TRUE,"Tutor",62.4317755458576
16,79.5701852286958,FALSE,"No tutor",65.3514872815062
17,85.2407318601978,FALSE,"No tutor",69.1677650177363
18,89.7399074160985,TRUE,"Tutor",87.3292652289852
19,88.9877281214591,FALSE,"No tutor",67.4899076938012
20,75.4503909509146,TRUE,"Tutor",63.9613898692617
21,84.982747159661,TRUE,"Tutor",68.3578785441939
22,84.3333881267244,FALSE,"No tutor",63.7682767385615
23,69.0685515726113,FALSE,"No tutor",67.4663137162269
24,87.4287438206093,FALSE,"No tutor",74.5692068663826
25,94.2047414101412,FALSE,"No tutor",77.3021915502952
26,66.5452076737732,FALSE,"No tutor",67.7279139724285
27,90.8167698900372,FALSE,"No tutor",70.0944122376815
28,78.0301803893721,FALSE,"No tutor",53.3959856951053
29,89.983686353507,FALSE,"No tutor",83.2391956318022
30,53.1506692951908,TRUE,"Tutor",55.2002715544344
31,84.7892160189055,FALSE,"No tutor",68.9444440250711
32,87.606244522922,FALSE,"No tutor",74.3219969756491
33,85.1173224116051,FALSE,"No tutor",61.0795752619098
34,95.3436220630568,FALSE,"No tutor",71.9125628196071
35,92.0828629551259,FALSE,"No tutor",77.519755616277
36,97.8293904090071,FALSE,"No tutor",79.0111205493131
37,93.4463953401806,FALSE,"No tutor",82.027357357712
38,82.3310394739156,FALSE,"No tutor",49.7009912823541
39,84.6640132215876,FALSE,"No tutor",68.527888102544
40,91.2257760261877,FALSE,"No tutor",76.0363242248726
41,89.1758367418655,FALSE,"No tutor",72.7921284470546
42,82.1353959795948,TRUE,"Tutor",80.1101497379709
43,90.5436004820015,FALSE,"No tutor",79.5164185526706
44,90.2985679150362,FALSE,"No tutor",80.0648678390546
45,91.5676341108523,FALSE,"No tutor",61.8067485250411
46,92.7679386522144,FALSE,"No tutor",66.4989560148777
47,85.4019133200593,FALSE,"No tutor",64.4545929833678
48,85.0613093784098,FALSE,"No tutor",66.3811416596784
49,96.2952932423532,FALSE,"No tutor",80.3175123494775
50,86.1195315493515,FALSE,"No tutor",72.7854136902052
51,91.5813350555496,FALSE,"No tutor",77.7756580967086
52,90.7363093653447,FALSE,"No tutor",71.6417031787563
53,80.3791774988946,TRUE,"Tutor",74.026334852425
54,66.8081257778628,TRUE,"Tutor",63.4122265081474
55,36.8571112555261,TRUE,"Tutor",49.0714589772875
56,88.3109188853589,TRUE,"Tutor",74.2051264568377
57,92.0005015827895,FALSE,"No tutor",60.0732248117298
58,78.3542919430102,FALSE,"No tutor",54.715975559757
59,87.1535258406126,TRUE,"Tutor",82.8893977032245
60,77.9048298301843,TRUE,"Tutor",67.6407097885522
61,91.8376683199862,FALSE,"No tutor",67.2104782308913
62,71.6095779955374,FALSE,"No tutor",59.8621387031561
63,77.6621695267451,FALSE,"No tutor",70.2078478097729
64,84.5285696765635,TRUE,"Tutor",72.3954025240077
65,83.340414185183,FALSE,"No tutor",66.1690061591074
66,64.8585131445459,FALSE,"No tutor",60.0985281446397
67,80.2422304204133,FALSE,"No tutor",57.263929219039
68,93.8058921236293,FALSE,"No tutor",63.4077925951877
69,82.6535601755775,FALSE,"No tutor",58.9142845983004
70,80.6155028683839,FALSE,"No tutor",71.6464547646303
71,80.4967404423396,FALSE,"No tutor",57.2568304706115
72,93.6744292221745,FALSE,"No tutor",77.2005428941457
73,80.5545873461934,FALSE,"No tutor",61.9511338158916
74,59.9206630577292,FALSE,"No tutor",53.5041361875694
75,63.6938259752578,TRUE,"Tutor",71.9798454589046
76,67.0998097091302,FALSE,"No tutor",58.9987806946499
77,83.8312824949142,FALSE,"No tutor",64.1248097238434
78,80.8245506340396,FALSE,"No tutor",54.3345778885788
79,92.3058636407378,FALSE,"No tutor",72.513103000009
80,78.655088667661,FALSE,"No tutor",61.9904643050772
81,73.2010750112713,TRUE,"Tutor",80.5321291253795
82,35.0748551479017,TRUE,"Tutor",47.2738726238111
83,55.9343339488927,FALSE,"No tutor",51.3166536932655
84,85.0451900228648,TRUE,"Tutor",72.2040258910108
85,91.8034744383175,FALSE,"No tutor",73.9721236548464
86,56.7060287162714,TRUE,"Tutor",48.5457728216535
87,70.0171853835432,FALSE,"No tutor",61.0850821767473
88,84.7779503170495,FALSE,"No tutor",66.430625565449
89,76.6531624835981,TRUE,"Tutor",74.1431274086511
90,85.1327961721422,FALSE,"No tutor",60.4006739319011
91,74.8534703969396,FALSE,"No tutor",67.941148203363
92,89.590997008355,TRUE,"Tutor",78.1886092619712
93,74.8315730490862,TRUE,"Tutor",67.6638264374153
94,71.2379699799185,FALSE,"No tutor",69.0190402374244
95,78.6379423504236,TRUE,"Tutor",72.4978388662983
96,80.8899629397619,FALSE,"No tutor",69.7941030082528
97,86.9154343605697,FALSE,"No tutor",55.9463757209074
98,91.5889802207571,FALSE,"No tutor",64.8961779373654
99,59.9451391732886,TRUE,"Tutor",75.7643700831063
100,77.4011433388527,FALSE,"No tutor",55.8726305265041
101,60.4065345964414,TRUE,"Tutor",63.4636809251025
102,92.707138009327,FALSE,"No tutor",75.4800883847168
103,74.816167763045,FALSE,"No tutor",65.0827760967043
104,64.2743535931685,TRUE,"Tutor",75.6858919710712
105,78.2145768493537,FALSE,"No tutor",60.9698531790956
106,80.8215087485231,FALSE,"No tutor",75.8135299681985
107,88.4031710129749,FALSE,"No tutor",70.281386808217
108,62.4150728242187,TRUE,"Tutor",62.485004503569
109,76.4082745405936,TRUE,"Tutor",72.5470301589459
110,86.7086434283569,TRUE,"Tutor",71.0721911717496
111,94.6344865821551,FALSE,"No tutor",71.9202441886337
112,86.7637755811991,FALSE,"No tutor",74.4816929917468
113,73.7508175668546,FALSE,"No tutor",48.3645106494208
114,55.6032366900898,TRUE,"Tutor",73.0928706941264
115,73.2479324256907,FALSE,"No tutor",69.060353610278
116,92.1190255403149,FALSE,"No tutor",77.4235749311886
117,64.3793835026721,FALSE,"No tutor",67.0341778346283
118,95.4648102677223,FALSE,"No tutor",59.7128178572599
119,83.3312138132456,FALSE,"No tutor",57.7908682692564
120,82.6403127479466,FALSE,"No tutor",54.3352920894215
121,96.9511365816474,FALSE,"No tutor",77.9276966736438
122,58.1104435245896,TRUE,"Tutor",63.3805154842938
123,86.6079019655675,FALSE,"No tutor",59.1826145721096
124,82.8914428127618,TRUE,"Tutor",71.8192933101205
125,65.1288269469269,TRUE,"Tutor",66.3085425496114
126,79.5409331067348,FALSE,"No tutor",72.7128692168346
127,67.899463487502,FALSE,"No tutor",56.4527147953414
128,70.3333625831842,FALSE,"No tutor",61.5352245074125
129,72.802153467051,FALSE,"No tutor",66.161479740496
130,68.0629873453003,TRUE,"Tutor",74.1049793431615
131,71.387401549415,FALSE,"No tutor",58.7483864022182
132,83.4866982153814,FALSE,"No tutor",62.4986615792898
133,76.099970863836,FALSE,"No tutor",54.0148676618612
134,75.6713916752481,FALSE,"No tutor",59.8572420838625
135,81.4660994814431,FALSE,"No tutor",62.0961182768588
136,91.0884139386519,FALSE,"No tutor",74.1648647414352
137,89.3234151889147,FALSE,"No tutor",68.8522690722941
138,83.6615288841731,FALSE,"No tutor",61.2492921173503
139,89.0932313312744,FALSE,"No tutor",82.0827598776033
140,81.8467344925595,TRUE,"Tutor",76.6625462777691
141,83.9876121411978,FALSE,"No tutor",66.6679722939132
142,80.6953602871594,FALSE,"No tutor",67.165337912018
143,70.1722963877462,FALSE,"No tutor",59.6826712198173
144,65.4075650882456,TRUE,"Tutor",79.5673369786756
145,35.9248606476015,TRUE,"Tutor",50.1606144897467
146,78.9067485350278,FALSE,"No tutor",64.4296991426135
147,82.706729913269,TRUE,"Tutor",80.0016730822289
148,77.0453459723585,FALSE,"No tutor",66.5969288475394
149,82.8721999714783,FALSE,"No tutor",65.501212491454
150,96.3747915156888,FALSE,"No tutor",73.7392339969377
151,44.0956115832294,TRUE,"Tutor",61.4984110346506
152,88.9919986591953,FALSE,"No tutor",66.8994831806392
153,91.7102796622255,FALSE,"No tutor",65.0066900089929
154,73.5857919410153,FALSE,"No tutor",54.8129238008464
155,78.3296074433139,FALSE,"No tutor",55.9878721462855
156,99.1406574495958,FALSE,"No tutor",67.8324511579184
157,79.4041899948125,FALSE,"No tutor",67.3517757210481
158,70.0308063728325,FALSE,"No tutor",60.209800627154
159,58.3135266520171,FALSE,"No tutor",43.3334655263319
160,51.253671771829,TRUE,"Tutor",55.5572344629933
161,85.2120339372538,TRUE,"Tutor",74.7987888419407
162,63.5366259856227,TRUE,"Tutor",55.6304576915318
163,80.927289636948,TRUE,"Tutor",80.0373751434313
164,85.5796162398092,TRUE,"Tutor",77.5919123810886
165,99.3177033966386,FALSE,"No tutor",76.5594558449422
166,88.4862401652891,FALSE,"No tutor",68.1736091104856
167,68.4633756239185,TRUE,"Tutor",70.360071444393
168,68.1843721781005,FALSE,"No tutor",48.3717095425624
169,65.5095489473988,TRUE,"Tutor",66.6818288144904
170,90.2735640149546,FALSE,"No tutor",69.6077725219433
171,74.9327080668262,FALSE,"No tutor",67.4055343716755
172,97.4713432281135,FALSE,"No tutor",76.8616243942054
173,68.5192168892426,TRUE,"Tutor",79.3370563479917
174,63.7138842900049,TRUE,"Tutor",63.5219204979039
175,74.5127794840158,FALSE,"No tutor",55.0771203116952
176,63.619134951455,TRUE,"Tutor",63.5441802909064
177,72.1021618499021,FALSE,"No tutor",58.3937972204204
178,62.1708150574315,TRUE,"Tutor",64.5284709296806
179,52.867412341006,TRUE,"Tutor",60.8712327507229
180,77.2261166056784,FALSE,"No tutor",49.2482700271374
181,91.6296863318199,FALSE,"No tutor",68.1235897612587
182,69.943567797906,TRUE,"Tutor",57.7071078504182
183,83.7977535024212,FALSE,"No tutor",63.2118230474045
184,41.5926692605942,TRUE,"Tutor",51.7986669877247
185,95.2142072659276,FALSE,"No tutor",76.5846572459916
186,84.0053644121481,FALSE,"No tutor",67.4670977826372
187,69.8611228158435,TRUE,"Tutor",73.6141780541122
188,80.2166169397287,TRUE,"Tutor",72.0027238185584
189,86.4091428450449,FALSE,"No tutor",64.8729896576403
190,82.4792704920337,FALSE,"No tutor",60.1737268294962
191,65.2942607657058,TRUE,"Tutor",74.0960252518953
192,64.5793473428375,TRUE,"Tutor",68.3461265488062
193,72.5724683995726,TRUE,"Tutor",57.4600468651444
194,87.0396856468123,FALSE,"No tutor",72.1015015865887
195,64.1739044439437,TRUE,"Tutor",69.7660170519983
196,87.3218069688907,FALSE,"No tutor",63.5976048402384
197,74.4946968397575,FALSE,"No tutor",66.6798435587375
198,82.7565997975138,FALSE,"No tutor",56.5753762216062
199,82.0502318186581,TRUE,"Tutor",72.5809175805138
200,89.9597754701775,FALSE,"No tutor",69.2737382711326
201,75.7590906381513,FALSE,"No tutor",73.0639530879969
202,71.9542228576697,FALSE,"No tutor",63.5908849466065
203,91.3052350023639,FALSE,"No tutor",52.9699864293249
204,81.762869967973,TRUE,"Tutor",78.048367901279
205,77.2796737015772,FALSE,"No tutor",58.1885468955387
206,66.1032713262659,TRUE,"Tutor",78.2312654798494
207,76.7718976647158,FALSE,"No tutor",57.4476587334332
208,70.0405837999153,TRUE,"Tutor",57.3219707880288
209,91.4840891882348,FALSE,"No tutor",80.6999464546675
210,63.3687706000463,TRUE,"Tutor",59.5207910289169
211,63.183051759481,FALSE,"No tutor",53.9175861998195
212,73.2689688179074,FALSE,"No tutor",64.3857250601062
213,45.7232652396382,TRUE,"Tutor",64.8656594796784
214,70.2259077579605,FALSE,"No tutor",61.0192392952373
215,73.0248970739407,FALSE,"No tutor",68.9793251374438
216,72.9539518824707,FALSE,"No tutor",51.937240999612
217,69.5482162690374,TRUE,"Tutor",70.6553421803308
218,54.3273389811166,TRUE,"Tutor",51.4873276568791
219,69.225783408648,TRUE,"Tutor",69.7944627565859
220,64.5092067167391,TRUE,"Tutor",72.5507444939524
221,91.8185797486998,FALSE,"No tutor",79.8284299443639
222,83.3947714692148,FALSE,"No tutor",75.7890790542905
223,92.5444908971552,FALSE,"No tutor",72.4186782464294
224,73.1459695724189,FALSE,"No tutor",73.4891579923148
225,70.2148431337618,FALSE,"No tutor",70.1386218128446
226,56.6285082618206,TRUE,"Tutor",64.6814765235576
227,83.0975419408074,FALSE,"No tutor",52.0600953428066
228,75.0062019924334,FALSE,"No tutor",61.5579980145626
229,96.0793720734471,FALSE,"No tutor",73.0113883152568
230,71.5670974739509,FALSE,"No tutor",59.217486913595
231,87.118181168234,TRUE,"Tutor",72.8838021871593
232,81.5253487578806,FALSE,"No tutor",77.711015726985
233,70.6283362730099,FALSE,"No tutor",59.9420467799684
234,64.4296701597537,TRUE,"Tutor",62.1263601959814
235,82.4777510966888,FALSE,"No tutor",67.5436148014627
236,64.3358824692468,TRUE,"Tutor",65.3628340155114
237,86.9392279265419,TRUE,"Tutor",70.886151245325
238,60.9746203661782,TRUE,"Tutor",66.6228110822922
239,77.8809125660934,FALSE,"No tutor",60.2397355736845
240,71.9563607679543,FALSE,"No tutor",71.1813753797876
241,68.842747332255,TRUE,"Tutor",70.8550753892388
242,87.5108153815651,FALSE,"No tutor",64.0638036929333
243,60.8473747391191,TRUE,"Tutor",64.1312343068877
244,88.7179283781494,FALSE,"No tutor",78.44495712243
245,71.9495208892203,FALSE,"No tutor",61.5026247945688
246,89.084679432545,FALSE,"No tutor",63.8000521092323
247,81.6297715601285,FALSE,"No tutor",70.9321156815913
248,94.8847064118077,FALSE,"No tutor",69.3766789828331
249,75.5519296981638,FALSE,"No tutor",57.9700927177666
250,56.3690055419298,TRUE,"Tutor",54.8513862149153
251,74.554640465665,FALSE,"No tutor",57.4130623832421
252,96.0946711439797,FALSE,"No tutor",71.0823055296249
253,86.5802278582447,FALSE,"No tutor",78.352194824912
254,92.1447577400744,FALSE,"No tutor",74.8303707142654
255,83.3428698551149,TRUE,"Tutor",72.9771342949855
256,71.2650686696766,FALSE,"No tutor",66.9749233510812
257,71.954302429729,FALSE,"No tutor",58.402570401635
258,86.0938474497669,FALSE,"No tutor",68.7738530325474
259,90.15207548035,FALSE,"No tutor",59.0753033771923
260,80.6404012418037,FALSE,"No tutor",65.5849664456116
261,55.7089522506101,TRUE,"Tutor",65.7638375663461
262,77.3797178856155,FALSE,"No tutor",65.6693353505366
263,86.9149507850918,FALSE,"No tutor",74.6710391696782
264,85.1568336952678,FALSE,"No tutor",56.315484775121
265,84.417465647933,FALSE,"No tutor",65.8960133955797
266,62.1040649069601,TRUE,"Tutor",70.4652760910596
267,42.2577122992251,TRUE,"Tutor",52.886715753182
268,69.4062285351271,TRUE,"Tutor",62.4229862732137
269,84.0847617734831,TRUE,"Tutor",80.1928991480168
270,78.4402863268189,FALSE,"No tutor",66.5305939485617
271,85.0030904420409,FALSE,"No tutor",67.9611147563657
272,80.1829364115961,FALSE,"No tutor",76.991687808357
273,85.8701661477102,TRUE,"Tutor",76.7010824042247
274,86.8926775866933,FALSE,"No tutor",68.112336128531
275,75.2873434334458,FALSE,"No tutor",64.6348491641645
276,77.3701873741741,TRUE,"Tutor",80.7861757855753
277,85.1578131199294,FALSE,"No tutor",70.9823345248049
278,95.0600391309657,FALSE,"No tutor",71.4580542894969
279,77.2703414198591,FALSE,"No tutor",67.9708528775382
280,87.6862802033081,FALSE,"No tutor",73.698878207635
281,53.702003333908,TRUE,"Tutor",60.6295611769569
282,90.1463420017901,FALSE,"No tutor",72.2363318099217
283,52.4685099474049,TRUE,"Tutor",64.8844384670268
284,86.9151232141334,FALSE,"No tutor",65.1209737099344
285,72.479537702558,FALSE,"No tutor",59.4052373937556
286,58.6695583299105,TRUE,"Tutor",71.755237890218
287,85.3381067759381,FALSE,"No tutor",76.8011218084299
288,67.0008163844127,TRUE,"Tutor",63.5419998663075
289,79.2161488557975,FALSE,"No tutor",70.5805985254358
290,91.8086518986365,FALSE,"No tutor",77.6044006703874
291,81.9834951162366,FALSE,"No tutor",55.2501620128221
292,81.1624801140813,FALSE,"No tutor",64.9828991731152
293,88.7849016314245,FALSE,"No tutor",73.36886601833
294,78.6691425259421,FALSE,"No tutor",52.9652564128832
295,71.7359714148566,FALSE,"No tutor",52.4389144550819
296,57.1766355206882,TRUE,"Tutor",70.6321801461017
297,51.972312634117,TRUE,"Tutor",65.4186097107253
298,76.0487244979511,FALSE,"No tutor",60.4688010910086
299,51.383611178175,TRUE,"Tutor",69.7393413791235
300,88.2123118087731,TRUE,"Tutor",81.9709807738647
301,98.3236773356783,FALSE,"No tutor",74.2733383776234
302,84.738811952033,FALSE,"No tutor",67.8770175515169
303,85.3018048510473,FALSE,"No tutor",65.8648209228766
304,98.2451319607417,FALSE,"No tutor",72.6641850951956
305,66.8212115642122,TRUE,"Tutor",60.8429723972979
306,88.4232598501606,FALSE,"No tutor",69.6239746783579
307,81.3395681737544,FALSE,"No tutor",71.5808627798026
308,95.0945864629058,FALSE,"No tutor",73.4809265297043
309,89.4076979151077,FALSE,"No tutor",71.3059889312879
310,79.6060185518027,TRUE,"Tutor",74.4924298785998
311,57.7476734751896,FALSE,"No tutor",40.887824294936
312,28.8398047910529,TRUE,"Tutor",44.7367732370708
313,77.865278729697,TRUE,"Tutor",64.3184260130767
